id,label
24055,1
24056,2
24057,3
24058,5
24059,1
24060,3
24062,5
24063,5
24066,2
24070,5
24072,4
24073,1
24075,2
24076,1
24077,0
24078,0
24080,2
24082,4
24083,5
24085,0
24086,1
24087,5
24088,1
24091,2
24094,2
24095,0
24096,3
24097,0
24098,4
24099,1
24100,4
24101,0
24103,5
24106,0
24107,1
24108,4
24109,3
24110,4
24111,1
24112,3
24113,3
24115,3
24118,0
24119,5
24120,5
24122,1
24123,1
24124,0
24126,1
24127,2
24128,1
24129,1
24130,4
24131,5
24132,1
24133,3
24135,0
24136,1
24137,4
24138,5
24139,1
24141,0
24143,4
24145,5
24146,2
24147,3
24149,0
24150,3
24152,3
24153,0
24154,2
24155,3
24158,1
24159,0
24160,5
24161,0
24163,1
24165,2
24166,2
24167,2
24169,2
24170,1
24171,1
24172,0
24173,3
24174,1
24175,0
24176,3
24177,4
24178,4
24179,5
24180,2
24181,3
24184,2
24185,2
24186,1
24187,2
24189,2
24190,2
24193,3
24195,3
24196,3
24197,2
24198,2
24199,0
24200,3
24201,1
24203,5
24204,2
24205,5
24206,4
24207,3
24208,3
24209,1
24211,2
24212,0
24213,3
24214,1
24215,1
24218,3
24219,3
24220,4
24221,0
24222,4
24223,5
24224,5
24226,4
24228,4
24229,1
24230,0
24231,0
24234,4
24235,1
24236,2
24237,1
24239,4
24241,5
24242,3
24244,3
24245,1
24246,1
24247,2
24248,3
24249,3
24250,0
24251,4
24252,2
24254,4
24256,4
24258,5
24260,4
24261,3
24262,5
24263,2
24264,2
24265,0
24266,1
24267,3
24268,0
24269,0
24270,0
24271,5
24273,2
24274,1
24275,5
24277,3
24279,2
24280,0
24282,2
24283,2
24284,2
24285,2
24286,2
24287,2
24290,0
24292,0
24294,1
24295,1
24297,3
24299,3
24300,0
24301,1
24304,1
24309,1
24310,3
24311,2
24312,4
24313,4
24314,4
24315,2
24317,5
24319,2
24320,5
24321,2
24322,5
24323,3
24324,4
24325,1
24328,2
24329,2
24332,0
24334,3
